behind it a bar with chairs and two people , and a bench with one person lying on it . 	 two people 	32	42	1	0
a room with walls that are wallpapered in grey and brown and a double bed with a multicoloured bedcover , night tables on both sides , an iron ornament behind it and two lamps above it . 	 walls 	12	17	0	0
there is also a window with curtains on the very left . 	 curtains 	28	36	1	0
two dark yellow car in front of a light yellow , two-storey house with white columns , window frames and ornaments , and the Peruvian flag with two other flags above the entrance . 	 a light yellow 	32	46	0	0
two dark yellow car in front of a light yellow , two-storey house with white columns , window frames and ornaments , and the Peruvian flag with two other flags above the entrance . 	 dark yellow car 	4	19	1	0
two dark yellow car in front of a light yellow , two-storey house with white columns , window frames and ornaments , and the Peruvian flag with two other flags above the entrance . 	 two-storey house 	49	65	1	1
two dark yellow car in front of a light yellow , two-storey house with white columns , window frames and ornaments , and the Peruvian flag with two other flags above the entrance . 	 window 	87	93	0	0
the view into a the courtyard of a dark yellow building with white doors and grey gates , and a trunk of a palm tree on the left . 	 a trunk 	94	101	1	0
the view into a the courtyard of a dark yellow building with white doors and grey gates , and a trunk of a palm tree on the left . 	 doors 	67	72	1	0
the view into a the courtyard of a dark yellow building with white doors and grey gates , and a trunk of a palm tree on the left . 	 the courtyard 	16	29	0	0
the view into a the courtyard of a dark yellow building with white doors and grey gates , and a trunk of a palm tree on the left . 	 a dark yellow building 	33	55	1	1
a room with a grey wall and two single beds with multicoloured bedcovers , a night table with a phone in between and two lamps above it . 	 beds 	39	43	0	0
a room with a grey wall and two single beds with multicoloured bedcovers , a night table with a phone in between and two lamps above it . 	 beds 	39	43	0	0
there are white curtains in front of a window in the background on the right . 	 curtains 	16	24	0	0
a room with a grey wall and two single beds with multicoloured bedcovers , a night table with a phone in between and two lamps above it . 	 two lamps 	117	126	0	0
a room with a grey wall and two single beds with multicoloured bedcovers , a night table with a phone in between and two lamps above it . 	 two lamps 	117	126	0	0
a room with a grey wall and two single beds with multicoloured bedcovers , a night table with a phone in between and two lamps above it . 	 wall 	19	23	0	1
front view of a grey and white building , with a few men in front of the entrance . 	 the entrance 	69	81	0	0
front view of a grey and white building , with a few men in front of the entrance . 	 white building 	25	39	1	1
front view of a grey and white building , with a few men in front of the entrance . 	 the entrance 	69	81	0	0
front view of a grey and white building , with a few men in front of the entrance . 	 the entrance 	69	81	0	0
front view of a grey and white building , with a few men in front of the entrance . 	 the entrance 	69	81	1	0
front view of a grey and white building , with a few men in front of the entrance . 	 the entrance 	69	81	1	0
front view of a grey and white building , with a few men in front of the entrance . 	 the entrance 	69	81	1	0
there is a white , wooden door in the background on the right , and a painting on the wall above the bed . 	 wooden door 	19	30	0	0
there is a white , wooden door in the background on the right , and a painting on the wall above the bed . 	 the wall 	82	90	0	1
there is a white , wooden door in the background on the right , and a painting on the wall above the bed . 	 the bed 	97	104	0	1
there is a white , wooden door in the background on the right , and a painting on the wall above the bed . 	 the bed 	97	104	0	0
there is a white , wooden door in the background on the right , and a painting on the wall above the bed . 	 a painting 	68	78	0	0
there is a white , wooden door in the background on the right , and a painting on the wall above the bed . 	 the wall 	82	90	0	1
there is a night table between the beds , a lamp above each of the beds and a window with light green curtains in the background on the left . 	 beds 	35	39	0	0
there is a night table between the beds , a lamp above each of the beds and a window with light green curtains in the background on the left . 	 beds 	35	39	0	0
there is a night table between the beds , a lamp above each of the beds and a window with light green curtains in the background on the left . 	 curtains 	102	110	0	0
there is a night table between the beds , a lamp above each of the beds and a window with light green curtains in the background on the left . 	 curtains 	102	110	0	0
there is a night table between the beds , a lamp above each of the beds and a window with light green curtains in the background on the left . 	 a lamp 	42	48	0	0
there is a night table between the beds , a lamp above each of the beds and a window with light green curtains in the background on the left . 	 a lamp 	42	48	0	0
a room with brown-greyish walls , two single beds made of wood with bluish bedcover and pillows . 	 walls 	26	31	0	0
a swimming pool with canvas chairs , chairs , tables and sunshades behind it . 	 pool 	11	15	0	0
palm trees and bushed in the background . 	 the background 	25	39	0	0
a swimming pool with canvas chairs , chairs , tables and sunshades behind it . 	 sunshades 	57	66	0	0
a swimming pool with canvas chairs , chairs , tables and sunshades behind it . 	 sunshades 	57	66	0	0
palm trees and bushed in the background . 	 palm 	0	4	0	0
palm trees and bushed in the background . 	 trees 	5	10	1	0
a swimming pool with canvas chairs , chairs , tables and sunshades behind it . 	 tables 	46	52	0	0
there is a king-sized bed made of wood with light-pinkish bedcover and two white towels , a bedside lamp and a wooden chair . 	 a king-sized bed 	9	25	0	1
there is a king-sized bed made of wood with light-pinkish bedcover and two white towels , a bedside lamp and a wooden chair . 	 wood 	34	38	0	0
there is a king-sized bed made of wood with light-pinkish bedcover and two white towels , a bedside lamp and a wooden chair . 	 a wooden chair 	109	123	1	0
a room with yellow walls with a painting and some parts with natural stones . 	 a painting 	30	40	0	0
a room with yellow walls with a painting and some parts with natural stones . 	 walls 	19	24	0	0
a room with yellow walls with a painting and some parts with natural stones . 	 walls 	19	24	0	0
there is a king-sized bed made of wood with light-pinkish bedcover and two white towels , a bedside lamp and a wooden chair . 	 a bedside lamp 	90	104	0	0
there are potted plants and green rails on the balcony of the second floor . 	 plants 	17	23	1	0
